GFPipeID,PipeName,GFLocID,GF_LocID_Tag,LocID,Loc,GF_LocName,LocName,GF_FacilityType,GF_FacilityTypeGroup,ReportedFacilityType,LocSegment,LocZone,State,County,InterconnectingEntity,UpdatedTime,PartitionKey,RowKey
120,"Texas Eastern Transmission, LP",1200079970,,0079970,79970,,HEAD OF MANHATTAN EXTENSION - MAINLINE,,,STA,,3,NY,RICHMOND,,2026-03-23T09:37:47.898642,Enbridge,1200079970
120,"Texas Eastern Transmission, LP",1200076903,,0076903,76903,,"ANR, DEL- Glen Karn, OH",,,INT,,2,OH,DARKE,,2026-03-23T09:37:47.898642,Enbridge,1200076903
105,"East Tennessee Natural Gas, LLC",1050059106,,0059106,59106,,CHAT HUNTER RD,,,LDC,,,TN,HAMILTON,,2026-03-23T09:37:47.898642,Enbridge,1050059106
120,"Texas Eastern Transmission, LP",1200075506,,0075506,75506,,COLUMBIA GULF-TETCO INTERCONNECT-ADAIR CO. KY (D73806/R73506),,,INT,,2,KY,ADAIR,,2026-03-23T09:37:47.898642,Enbridge,1200075506
120,"Texas Eastern Transmission, LP",1200070092,,0070092,70092,,"Norris City, IL",,,LDC,,1,IL,WHITE,,2026-03-23T09:37:47.898642,Enbridge,1200070092
120,"Texas Eastern Transmission, LP",1200073811,,0073811,73811,,Enterprise Products/Wallace Junction,,,INT,,STX,TX,CHAMBERS,,2026-03-23T09:37:47.898642,Enbridge,1200073811
105,"East Tennessee Natural Gas, LLC",1050059058,,0059058,59058,,GALLATIN,,,LDC,,,TN,SUMNER,,2026-03-23T09:37:47.898642,Enbridge,1050059058
113,"Nautilus Pipeline Company, L.L.C.",11300NA012,,00NA012,NA012,,EnLink LIG (992211),,,INT,,,LA,ST MARY,,2026-03-23T09:37:47.898642,Enbridge,11300NA012
105,"East Tennessee Natural Gas, LLC",1050059110,,0059110,59110,,ROANOKE ELLISTON,,,LDC,,,VA,MONTGOMERY,,2026-03-23T09:37:47.898642,Enbridge,1050059110
120,"Texas Eastern Transmission, LP",1200070051,,0070051,70051,,"PEOPLES NAT - Somerset, PA",,,LDC,,2,PA,SOMERSET,,2026-03-23T09:37:47.898642,Enbridge,1200070051
120,"Texas Eastern Transmission, LP",1200073705,,0073705,73705,,"EQT Morris II, Greene Co., PA.",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073705
120,"Texas Eastern Transmission, LP",1200071288,,0071288,71288,,"Gas Util Dist #2 - New Roads, LA",,,LDC,,ELA,LA,POINTE COUPEE,,2026-03-23T09:37:47.898642,Enbridge,1200071288
100,"Algonquin Gas Transmission, LLC",1000000053,,0000053,53,,"Norwichtown (NEW LONDON,CT)",,,LDC,,,CT,NEW LONDON,,2026-03-23T09:37:47.898642,Enbridge,1000000053
120,"Texas Eastern Transmission, LP",1200073226,,0073226,73226,,"Jonesboro City, Water & Light - Greene, AR",,,END,,1,AR,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073226
120,"Texas Eastern Transmission, LP",1200073318,,0073318,73318,,LIBERTY ELEC-DEL.PA. - (73318),,,END,,3,PA,DELAWARE,,2026-03-23T09:37:47.898642,Enbridge,1200073318
100,"Algonquin Gas Transmission, LLC",1000000206,,0000206,206,,"Lincoln(MIDDLESEX,MA)",,,INT,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000206
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4GU1,,00N4GU1,N4GU1,,(VEC) GUARDIAN,,,STA,,M2,IL,WILL,,2026-03-23T09:37:47.898642,Enbridge,11500N4GU1
100,"Algonquin Gas Transmission, LLC",1000000027,,0000027,27,,"National Grid- EVERETT (MIDDLESEX,MA)",,,LDC,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000027
120,"Texas Eastern Transmission, LP",1200079977,,0079977,79977,,BAYWAY LATERAL,,,STA,,3,NJ,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200079977
105,"East Tennessee Natural Gas, LLC",1050059022,,0059022,59022,,UCG RADFORD,,,LDC,,,VA,MONTGOMERY,,2026-03-23T09:37:47.898642,Enbridge,1050059022
120,"Texas Eastern Transmission, LP",1200075720,,0075720,75720,,"NATIONAL FUEL-HOLBROOK GREENE CO., PA (D73720/R76720)",,,INT,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200075720
120,"Texas Eastern Transmission, LP",1200079172,,0079172,79172,,GATOR EXPRESS ACCOUNTING METER,,,STA,,ELA,LA,PLAQUEMINES,,2026-03-23T09:37:47.898642,Enbridge,1200079172
100,"Algonquin Gas Transmission, LLC",1000080012,,0080012,80012,,LATERAL Y SYSTEM,,,STA,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000080012
120,"Texas Eastern Transmission, LP",1200073679,,0073679,73679,,XTO Energy. - Elsie Adams #2 - PA.,,,WHD,,2,PA,FAYETTE,,2026-03-23T09:37:47.898642,Enbridge,1200073679
120,"Texas Eastern Transmission, LP",1200070539,,0070539,70539,,"S.I.G. & Elec -Ft. Branch, IN",,,LDC,,2,IN,GIBSON,,2026-03-23T09:37:47.898642,Enbridge,1200070539
120,"Texas Eastern Transmission, LP",1200071363,,0071363,71363,,"Columbia Gas of  PA.  - Pleasant Gap, PA",,,INT,,3,PA,CENTRE,,2026-03-23T09:37:47.898642,Enbridge,1200071363
120,"Texas Eastern Transmission, LP",1200079965,,0079965,79965,,MARIETTA EXTENSION H/L,,,STA,,3,PA,LANCASTER,,2026-03-23T09:37:47.898642,Enbridge,1200079965
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N2004,,00N2004,N2004,,EDL Energy Landfill,,,OTH,,M1,OH,LORAIN,,2026-03-23T09:37:47.898642,Enbridge,11500N2004
120,"Texas Eastern Transmission, LP",1200070486,,0070486,70486,,"UGI UTIL (Columbia Gas) - Womelsdorf, PA",,,LDC,,3,PA,BERKS,,2026-03-23T09:37:47.898642,Enbridge,1200070486
120,"Texas Eastern Transmission, LP",1200073502,,0073502,73502,,"Buffco Production, Inc - Oak Hill Cotton Valley",,,WHD,,ETX,TX,HARRISON,,2026-03-23T09:37:47.898642,Enbridge,1200073502
120,"Texas Eastern Transmission, LP",1200073580,,0073580,73580,,"REX Clarington, Monroe Co., OH",,,INT,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200073580
120,"Texas Eastern Transmission, LP",1200073618,,0073618,73618,,Kinder Morgan Tejas- Barney Davis,,,END,,STX,TX,NUECES,,2026-03-23T09:37:47.898642,Enbridge,1200073618
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4VX1,,00N4VX1,N4VX1,,(VEC) BLUEWATER ENERGY CENTER,,,STA,,M2,MI,ST CLAIR,,2026-03-23T09:37:47.898642,Enbridge,11500N4VX1
100,"Algonquin Gas Transmission, LLC",1000000251,,0000251,251,,"Brookfield (FAIRFIELD,CT)",,,INT,,,CT,FAIRFIELD,,2026-03-23T09:37:47.898642,Enbridge,1000000251
100,"Algonquin Gas Transmission, LLC",1000000043,,0000043,43,,"Ashland (MIDDLESEX,MA)",,,LDC,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000043
105,"East Tennessee Natural Gas, LLC",1050059766,,0059766,59766,,SALTVILLE STORAGE INJECTION,,,STR,,,VA,SMYTH,,2026-03-23T09:37:47.898642,Enbridge,1050059766
120,"Texas Eastern Transmission, LP",1200075475,,0075475,75475,,"ETC - DESOTO PIPELINE, LP - (D70475/R76475)",,,INT,,STX,TX,WALLER,,2026-03-23T09:37:47.898642,Enbridge,1200075475
100,"Algonquin Gas Transmission, LLC",1000000038,,0000038,38,,"Charles River RD (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000038
116,"Southeast Supply Header, LLC",1160083115,,0083115,83115,,"MISSISSIPPI HUB-BOND GAS STORAGE, COVINGTON, MS (INJ)",,,STR,,,MS,COVINGTON,,2026-03-23T09:37:47.898642,Enbridge,1160083115
120,"Texas Eastern Transmission, LP",1200073600,,0073600,73600,,Fortune Resources LLC/TARANTULA GATHERING,,,WHD,,ETX,TX,SHELBY,,2026-03-23T09:37:47.898642,Enbridge,1200073600
120,"Texas Eastern Transmission, LP",1200072621,,0072621,72621,,"Williams Field Services  - Duval Co., TX",,,WHD,,STX,TX,DUVAL,,2026-03-23T09:37:47.898642,Enbridge,1200072621
120,"Texas Eastern Transmission, LP",1200072185,,0072185,72185,,Dewbre Petroleum/Allen East A,,,WHD,,STX,TX,KLEBERG,,2026-03-23T09:37:47.898642,Enbridge,1200072185
120,"Texas Eastern Transmission, LP",1200072525,,0072525,72525,,"Howell Oil & Gas, Inc. - Gooch-Gant Fields CP, Harrison Co.,TX",,,WHD,,ETX,TX,HARRISON,,2026-03-23T09:37:47.898642,Enbridge,1200072525
120,"Texas Eastern Transmission, LP",1200072004,,0072004,72004,,"PECO Energy - Planebrook Chester Co., PA",,,LDC,,3,PA,CHESTER,,2026-03-23T09:37:47.898642,Enbridge,1200072004
120,"Texas Eastern Transmission, LP",1200075131,,0075131,75131,,"TETCO - ACCIDENT FIELD, M.M., MD",,,,,,,,,2026-03-23T09:37:47.898642,Enbridge,1200075131
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4219,,00N4219,N4219,,(DTE) NEXUS - YPSILANTI  RECEIPT,,,STA,,M1,MI,WASHTENAW,,2026-03-23T09:37:47.898642,Enbridge,11500N4219
120,"Texas Eastern Transmission, LP",1200070582,,0070582,70582,,"Midwest Nat. - Brownstown, IN",,,LDC,,2,IN,JACKSON,,2026-03-23T09:37:47.898642,Enbridge,1200070582
120,"Texas Eastern Transmission, LP",1200072967,,0072967,72967,,"Atmos Energy -Monroe, MS",,,LDC,,1,MS,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200072967
120,"Texas Eastern Transmission, LP",1200073810,,0073810,73810,,"AMP Up Goliad, LLC/Goehring Gathering-FM 584-Goliad Co., TX",,,WHD,,STX,TX,GOLIAD,,2026-03-23T09:37:47.898642,Enbridge,1200073810
120,"Texas Eastern Transmission, LP",1200071200,,0071200,71200,,"Targa Resources - Venice, LA",,,PLT,,ELA,LA,PLAQUEMINES,,2026-03-23T09:37:47.898642,Enbridge,1200071200
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4237,,00N4237,N4237,,(DTE) VECTOR MILFORD JUNCTION DELIVERY,,,STA,,M1,MI,OAKLAND,,2026-03-23T09:37:47.898642,Enbridge,11500N4237
105,"East Tennessee Natural Gas, LLC",1050059210,,0059210,59210,,"Citizens Gas/Coal Hill Morgan Co, TN",,,LDC,,,TN,MORGAN,,2026-03-23T09:37:47.898642,Enbridge,1050059210
120,"Texas Eastern Transmission, LP",1200071028,,0071028,71028,,"Col Gas (DPL) -Bowersville, OH",,,INT,,2,OH,CLINTON,,2026-03-23T09:37:47.898642,Enbridge,1200071028
120,"Texas Eastern Transmission, LP",1200073667,,0073667,73667,,"Hot Spring Power Plant, Hot Spring Co, AR",,,END,,ETX,AR,HOT SPRING,,2026-03-23T09:37:47.898642,Enbridge,1200073667
100,"Algonquin Gas Transmission, LLC",1000001215,,0001215,1215,,"Salem Essex Co., MA North (ESSEX,MA)",,,INT,,,MA,ESSEX,,2026-03-23T09:37:47.898642,Enbridge,1000001215
120,"Texas Eastern Transmission, LP",1200073907,,0073907,73907,,"EQT- Braden Run II, Greene Co., PA.",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073907
118,"Steckman Ridge, LP",1180046505,,0046505,46505,,"TE - STECKMAN RIDGE, PA (R46605/D46606)",,,INT,,,PA,BEDFORD,,2026-03-23T09:37:47.898642,Enbridge,1180046505
120,"Texas Eastern Transmission, LP",1200073870,,0073870,73870,,"Dominion East Ohio-Switzerland, Monroe Co., OH",,,INT,,2,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,1200073870
120,"Texas Eastern Transmission, LP",1200070096,,0070096,70096,,"UGI CENTRAL - Shippensburg - Oxford, PA",,,LDC,,3,PA,FRANKLIN,,2026-03-23T09:37:47.898642,Enbridge,1200070096
106,"Garden Banks Gas Pipeline, LLC",10600G0027,,00G0027,G0027,,SMI 128A BUYBACK,,,INT,,,OF,GARDEN BANKS,,2026-03-23T09:37:47.898642,Enbridge,10600G0027
121,Tres Palacios Gas Storage LLC,1210045315,,0045315,45315,,NGPL (TPGS1050B),,,INT,,,TX,WHARTON,,2026-03-23T09:37:47.898642,Enbridge,1210045315
120,"Texas Eastern Transmission, LP",1200073918,,0073918,73918,,Columbia Gas Johnson RD York Co. PA,,,INT,,3,PA,YORK,,2026-03-23T09:37:47.898642,Enbridge,1200073918
101,Bobcat Gas Storage,1010045403,,0045403,45403,,TRANSCO - STORAGE (R-INJ 40403/D-WTD 40404),,,INT,,,LA,ST LANDRY,,2026-03-23T09:37:47.898642,Enbridge,1010045403
120,"Texas Eastern Transmission, LP",1200073225,,0073225,73225,,"Nat'l Gas  -Perry Co., OH",,,LDC,,2,OH,PERRY,,2026-03-23T09:37:47.898642,Enbridge,1200073225
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4734,,00N4734,N4734,,"MARK WEST - MAJORSVILLE, MARSHALL CO., WVA",,,STA,,SZ,WV,MARSHALL,,2026-03-23T09:37:47.898642,Enbridge,11500N4734
105,"East Tennessee Natural Gas, LLC",1050059115,,0059115,59115,,UCG LOWLAND,,,LDC,,,TN,HAMBLEN,,2026-03-23T09:37:47.898642,Enbridge,1050059115
100,"Algonquin Gas Transmission, LLC",1000000023,,0000023,23,,"National Grid- EAST BRAINTREE (NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000023
109,"Mississippi Canyon Gas Pipeline, LLC",10900M0003,,00M0003,M0003,,OLYMPUS (992003),,,WHD,,,OF,WEST DELTA 143,,2026-03-23T09:37:47.898642,Enbridge,10900M0003
120,"Texas Eastern Transmission, LP",1200073684,,0073684,73684,,ETX-Enbridge/Wells Landing - Polk,,,INT,,ETX,TX,POLK,,2026-03-23T09:37:47.898642,Enbridge,1200073684
116,"Southeast Supply Header, LLC",1160083011,,0083011,83011,,Gulf Stream - Coden (Del - 83111),,,INT,,,AL,MOBILE,,2026-03-23T09:37:47.898642,Enbridge,1160083011
120,"Texas Eastern Transmission, LP",1200073915,,0073915,73915,,"EQM Gathering Opco, McClellan Ave., Greene Co., PA",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073915
120,"Texas Eastern Transmission, LP",1200072395,,0072395,72395,,"Entergy Sabine Power Station - Orange Co., TX",,,INT,,WLA,TX,ORANGE,,2026-03-23T09:37:47.898642,Enbridge,1200072395
120,"Texas Eastern Transmission, LP",1200070011,,0070011,70011,,"Columbia Gas of  PA.  - Eagle, PA",,,INT,,3,PA,CHESTER,,2026-03-23T09:37:47.898642,Enbridge,1200070011
105,"East Tennessee Natural Gas, LLC",1050059117,,0059117,59117,,UCG ABINGDON EAST,,,LDC,,,VA,WASHINGTON,,2026-03-23T09:37:47.898642,Enbridge,1050059117
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4436,,00N4436,N4436,,(DTE) VECTOR - BELLE RIVER -  DELIVERY,,,STA,,M2,MI,ST CLAIR,,2026-03-23T09:37:47.898642,Enbridge,11500N4436
120,"Texas Eastern Transmission, LP",1200073921,,0073921,73921,,Midcoast Vidor Interconnect Mansfield Ferry Road Orange Co TX,,,INT,,STX,TX,ORANGE,,2026-03-23T09:37:47.898642,Enbridge,1200073921
120,"Texas Eastern Transmission, LP",1200073402,,0073402,73402,,"Great Lakes(Voytek) Energy Interconnect-Fayette Co., PA",,,WHD,,2,PA,FAYETTE,,2026-03-23T09:37:47.898642,Enbridge,1200073402
100,"Algonquin Gas Transmission, LLC",1000000626,,0000626,626,,"Excelerate Energy LP - Exemplar (ESSEX,MA)",,,LNG,,,MA,ESSEX,,2026-03-23T09:37:47.898642,Enbridge,1000000626
120,"Texas Eastern Transmission, LP",1200072319,,0072319,72319,,"Energy XXI GOM, LLC-SP 93",,,WHD,,ELA,OF,SOUTH PASS,,2026-03-23T09:37:47.898642,Enbridge,1200072319
120,"Texas Eastern Transmission, LP",1200070298,,0070298,70298,,"Mississippi Valley - McCool, MS",,,LDC,,1,MS,ATTALA,,2026-03-23T09:37:47.898642,Enbridge,1200070298
100,"Algonquin Gas Transmission, LLC",1000000826,,0000826,826,,"Mystic (MIDDLESEX,MA)",,,LDC,,,MA,MIDDLESEX,,2026-03-23T09:37:47.898642,Enbridge,1000000826
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N1005,,00N1005,N1005,,Nexus/Aspire Energy- Chippewa Medina,,,INT,,M1,OH,MEDINA,,2026-03-23T09:37:47.898642,Enbridge,11500N1005
120,"Texas Eastern Transmission, LP",1200071528,,0071528,71528,,"UGI UTIL (Columbia Gas) - Lancaster, PA",,,INT,,3,PA,LANCASTER,,2026-03-23T09:37:47.898642,Enbridge,1200071528
116,"Southeast Supply Header, LLC",1160083001,,0083001,83001,,"CPGT - DELHI (42"" - CENTER POINT P/L).",,,INT,,,LA,RICHLAND,,2026-03-23T09:37:47.898642,Enbridge,1160083001
120,"Texas Eastern Transmission, LP",1200071463,,0071463,71463,,"Tamms, IL",,,LDC,,1,IL,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200071463
120,"Texas Eastern Transmission, LP",1200079976,,0079976,79976,,BAYWAY LATERAL (MAINLINE),,,STA,,3,NJ,UNION,,2026-03-23T09:37:47.898642,Enbridge,1200079976
105,"East Tennessee Natural Gas, LLC",1050059334,,0059334,59334,,CNX-Jewell Ridge,,,WHD,,,VA,TAZEWELL,,2026-03-23T09:37:47.898642,Enbridge,1050059334
120,"Texas Eastern Transmission, LP",1200073930,,0073930,73930,,"Planet Operationg/Savoy 1 Hwy 758-St.Landry Parish, LA",,,WHD,,WLA,LA,ST LANDRY,,2026-03-23T09:37:47.898642,Enbridge,1200073930
120,"Texas Eastern Transmission, LP",1200073469,,0073469,73469,,"Discovery-LaRose Station Interconnect, Lafourche Psh., LA",,,PLT,,ELA,LA,LAFOURCHE,,2026-03-23T09:37:47.898642,Enbridge,1200073469
120,"Texas Eastern Transmission, LP",1200073507,,0073507,73507,,"PECO- Skippack Delivery - Montgomery, PA.",,,LDC,,3,PA,MONTGOMERY,,2026-03-23T09:37:47.898642,Enbridge,1200073507
105,"East Tennessee Natural Gas, LLC",1050059124,,0059124,59124,,UCG KINGSPORT REGIONAL,,,LDC,,,TN,SULLIVAN,,2026-03-23T09:37:47.898642,Enbridge,1050059124
120,"Texas Eastern Transmission, LP",1200073716,,0073716,73716,,"Caiman Energy - Kingwood Road, Somerset Co., PA.",,,WHD,,2,PA,SOMERSET,,2026-03-23T09:37:47.898642,Enbridge,1200073716
120,"Texas Eastern Transmission, LP",1200071256,,0071256,71256,,"Liberty, KY",,,LDC,,2,KY,CASEY,,2026-03-23T09:37:47.898642,Enbridge,1200071256
120,"Texas Eastern Transmission, LP",1200073927,,0073927,73927,,"Kudo Midstream-Martinsville Gathering-CR 342-Nacogdoches Co., Tx",,,WHD,,ETX,TX,NACOGDOCHES,,2026-03-23T09:37:47.898642,Enbridge,1200073927
120,"Texas Eastern Transmission, LP",1200070573,,0070573,70573,,"Batesville, IN",,,LDC,,2,IN,RIPLEY,,2026-03-23T09:37:47.898642,Enbridge,1200070573
105,"East Tennessee Natural Gas, LLC",1050059189,,0059189,59189,,Lewisburg Gas - Industrial Park,,,LDC,,,TN,MARSHALL,,2026-03-23T09:37:47.898642,Enbridge,1050059189
105,"East Tennessee Natural Gas, LLC",1050059087,,0059087,59087,,LIVINGSTON,,,LDC,,,TN,PUTNAM,,2026-03-23T09:37:47.898642,Enbridge,1050059087
120,"Texas Eastern Transmission, LP",1200075333,,0075333,75333,,"PEMEX - REYNOSA, MX (D 70333/R 76333)",,,INT,,STX,TX,HIDALGO,,2026-03-23T09:37:47.898642,Enbridge,1200075333
120,"Texas Eastern Transmission, LP",1200071170,,0071170,71170,,"Midwest Nat. Gas - Medora, IN",,,LDC,,2,IN,JACKSON,,2026-03-23T09:37:47.898642,Enbridge,1200071170
100,"Algonquin Gas Transmission, LLC",1000000839,,0000839,839,,"Assonet, Bristol Co, MA",,,LDC,,,MA,BRISTOL,,2026-03-23T09:37:47.898642,Enbridge,1000000839
105,"East Tennessee Natural Gas, LLC",1050059083,,0059083,59083,,UCG LYNCHBURG,,,LDC,,,TN,HAMBLEN,,2026-03-23T09:37:47.898642,Enbridge,1050059083
100,"Algonquin Gas Transmission, LLC",1000000811,,0000811,811,,"North Somers (WESTCHESTER,NY)",,,LDC,,,NY,WESTCHESTER,,2026-03-23T09:37:47.898642,Enbridge,1000000811
100,"Algonquin Gas Transmission, LLC",1000000220,,0000220,220,,"Centerville-Transco (MORRIS,NJ)",,,INT,,,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1000000220
120,"Texas Eastern Transmission, LP",1200073706,,0073706,73706,,"EQT- Braden Run, Greene Co., PA.",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073706
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4993,,00N4993,N4993,,"NEXUS INTERCONNECT WITH TETLP, OPEN LATERAL, AT HEAD OF OPEN LATER",,,STA,,SZ,OH,MONROE,,2026-03-23T09:37:47.898642,Enbridge,11500N4993
100,"Algonquin Gas Transmission, LLC",1000000823,,0000823,823,,"Sharon Station-(NORFOLK,MA)",,,LDC,,,MA,NORFOLK,,2026-03-23T09:37:47.898642,Enbridge,1000000823
105,"East Tennessee Natural Gas, LLC",1050059114,,0059114,59114,,MADISONVILLE,,,LDC,,,TN,MADISON,,2026-03-23T09:37:47.898642,Enbridge,1050059114
117,Saltville Gas Storage Company L.L.C.,1170044209,,0044209,44209,,"United Salt - Evaporator Fuel Gas - Smyth Co., VA",,,END,,,VA,SMYTH,,2026-03-23T09:37:47.898642,Enbridge,1170044209
120,"Texas Eastern Transmission, LP",1200075275,,0075275,75275,,"CARNEGIE NATURAL GAS - WAYNESBURG, PA-(D71275/R76275)",,,INT,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200075275
106,"Garden Banks Gas Pipeline, LLC",10600G0025,,00G0025,G0025,,BALDPATE REDELIVERY,,,GTH,,,OF,GARDEN BANKS,,2026-03-23T09:37:47.898642,Enbridge,10600G0025
120,"Texas Eastern Transmission, LP",1200073560,,0073560,73560,,Gulf South Hinds/Raymond,,,INT,,ELA,MS,HINDS,,2026-03-23T09:37:47.898642,Enbridge,1200073560
120,"Texas Eastern Transmission, LP",1200079954,,0079954,79954,,IRONWOOD LATERAL ACCTG PT - MAINLINE,,,STA,,3,PA,LEBANON,,2026-03-23T09:37:47.898642,Enbridge,1200079954
105,"East Tennessee Natural Gas, LLC",1050059147,,0059147,59147,,EARLY GROVE DEL/INJ (BI-D 59009),,,STR,,,VA,WASHINGTON,,2026-03-23T09:37:47.898642,Enbridge,1050059147
120,"Texas Eastern Transmission, LP",1200073977,,0073977,73977,,Vectren Energy (CenterPoint) Lewisburg Delivery - Shields Road - P,,,LDC,,2,OH,PREBLE,,2026-03-23T09:37:47.898642,Enbridge,1200073977
120,"Texas Eastern Transmission, LP",1200073211,,0073211,73211,,"WEIR (NEEL-SCHAFFER) - CHOCTAW CO., MS.",,,END,,1,MS,CHOCTAW,,2026-03-23T09:37:47.898642,Enbridge,1200073211
109,"Mississippi Canyon Gas Pipeline, LLC",10900M0009,,00M0009,M0009,,HIGH POINT GAS TRANSMISSION (992006),,,INT,,,LA,PLAQUEMINES,,2026-03-23T09:37:47.898642,Enbridge,10900M0009
116,"Southeast Supply Header, LLC",1160083109,,0083109,83109,,SG Resources Mississippi L.L.C. (Rec - 83009),,,INT,,,MS,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1160083109
120,"Texas Eastern Transmission, LP",1200073733,,0073733,73733,,"CNX - McQuay III - Cone Gathering, Greene Co., PA.",,,WHD,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200073733
120,"Texas Eastern Transmission, LP",1200070041,,0070041,70041,,"Columbia Gas - Lebanon, OH",,,INT,,2,OH,WARREN,,2026-03-23T09:37:47.898642,Enbridge,1200070041
104,"Egan Hub Storage, LLC",1040045115,,0045115,45115,,"TEXAS EASTERN - STORAGE, LA (D40116/R40115)",,,INT,,,LA,EVANGELINE,,2026-03-23T09:37:47.898642,Enbridge,1040045115
120,"Texas Eastern Transmission, LP",1200071401,,0071401,71401,,"United Cities - Galatia, IL",,,LDC,,1,IL,SALINE,,2026-03-23T09:37:47.898642,Enbridge,1200071401
105,"East Tennessee Natural Gas, LLC",1050059004,,0059004,59004,,ROANOKE CLEARBROOK,,,LDC,,,VA,ROANOKE,,2026-03-23T09:37:47.898642,Enbridge,1050059004
120,"Texas Eastern Transmission, LP",1200073970,,0073970,73970,,"Farmersville Interconnect,  Montgomery Co., OH",,,INT,,2,OH,MONTGOMERY,,2026-03-23T09:37:47.898642,Enbridge,1200073970
100,"Algonquin Gas Transmission, LLC",1000000001,,0000001,1,,"Partroy (MORRIS,NJ)",,,LDC,,,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1000000001
100,"Algonquin Gas Transmission, LLC",1000000004,,0000004,4,,"Rhode Island Energy -DEY ST. (PROVIDENCE,RI)",,,LDC,,,RI,PROVIDENCE,,2026-03-23T09:37:47.898642,Enbridge,1000000004
105,"East Tennessee Natural Gas, LLC",1050059043,,0059043,59043,,JCCUD NEWPORT,,,LDC,,,TN,COCKE,,2026-03-23T09:37:47.898642,Enbridge,1050059043
120,"Texas Eastern Transmission, LP",1200071076,,0071076,71076,,"New Jersey Natural - Hanover, NJ",,,LDC,,3,NJ,MORRIS,,2026-03-23T09:37:47.898642,Enbridge,1200071076
120,"Texas Eastern Transmission, LP",1200073242,,0073242,73242,,"Coastal Oil & Gas - Pawlik #1, Live Oak Co., Tx",,,WHD,,STX,TX,LIVE OAK,,2026-03-23T09:37:47.898642,Enbridge,1200073242
120,"Texas Eastern Transmission, LP",1200073549,,0073549,73549,,"Noble Energy-Oliver Creek-Shelby Co., TX",,,WHD,,ETX,TX,SHELBY,,2026-03-23T09:37:47.898642,Enbridge,1200073549
120,"Texas Eastern Transmission, LP",1200073409,,0073409,73409,,"Fossil Resources - Brown #1H / Nacogdoches Co., TX",,,WHD,,ETX,TX,NACOGDOCHES,,2026-03-23T09:37:47.898642,Enbridge,1200073409
120,"Texas Eastern Transmission, LP",1200079668,,0079668,79668,,"EQUITABLE - CRAYNE, PA CUSTODY TRANSFER POINT",,,STA,,2,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,1200079668
120,"Texas Eastern Transmission, LP",1200073355,,0073355,73355,,"GRAYSON HILL FARMS-METHANE POWER-SALINE CO., IL",,,WHD,,1,IL,SALINE,,2026-03-23T09:37:47.898642,Enbridge,1200073355
119,"Sabal Trail Transmission, LLC",1190098105,,0098105,98105,,TRANSCO ZONE 4 POOL,,,STA,,,AL,CHOCTAW,,2026-03-23T09:37:47.898642,Enbridge,1190098105
115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4714,,00N4714,N4714,,M-3 MIDSTREAM/HIGH NOON,,,STA,,SZ,PA,GREENE,,2026-03-23T09:37:47.898642,Enbridge,11500N4714
117,Saltville Gas Storage Company L.L.C.,1170044012,,0044012,44012,,SALTVILLE REC INTO P-25,,,STR,,,VA,SMYTH,,2026-03-23T09:37:47.898642,Enbridge,1170044012
